chest_accelerometer_x,chest_accelerometer_y,ECG,Left_ankle_acceleration_x,Left_ankle_acceleration_y,class
-9.7494,0.09665,0.10047,0.54424,-9.1528,standing
-9.6814,0.22916,0.36839,0.49031,-9.3417,standing
-9.5824,0.3319,-0.20094,0.41616000000000003,-9.1817,standing
-9.9634,0.18880999999999998,-0.0041863,0.66704,-9.1016,standing
-9.1065,0.27421999999999996,-0.025118,0.35859,-9.1008,standing
-9.6911,0.21108000000000002,-0.0083726,0.5726899999999999,-9.1919,standing
-9.6092,0.15902,0.0,0.5393,-9.3435,standing
-9.9655,0.29528000000000004,0.0,0.44738,-9.213,standing
-9.767999999999999,0.016359000000000002,0.020931,0.31111,-9.0534,standing
-9.6793,0.12763,0.020931,0.51163,-9.1331,standing
-9.7074,0.016019,0.0083726,0.40865,-9.1738,standing
-9.7284,0.056491999999999994,0.0,0.35620999999999997,-9.0637,standing
-9.6979,0.048387,-0.012559,0.39108000000000004,-9.2928,standing
-9.5192,0.2004,-0.012559,0.53372,-8.9929,standing
-9.8015,0.17781,0.016745,0.50408,-9.1121,standing
-9.854,0.27621,0.041863,0.41128000000000003,-9.142999999999999,standing
-10.039,0.4373,0.062794,0.37006999999999995,-9.152999999999999,standing
-9.626,-0.012182,0.062794,0.47681999999999997,-9.2718,standing
-9.6113,0.26013000000000003,0.07954,0.4705,-8.9329,standing
-9.6385,0.10753,0.087912,0.41331,-9.0328,standing
-9.5082,0.15772,0.083726,0.74815,-9.1422,standing
-9.8219,0.69219,0.096285,0.40746,-9.0416,standing
-9.5878,0.096582,0.096285,0.4984,-9.2524,standing
-9.4797,0.2482,0.066981,0.45686000000000004,-9.1122,standing
-9.7401,0.13869,0.029304000000000004,0.33883,-9.1431,standing
-9.546,0.0293,0.050235,0.33678,-9.2326,standing
-9.7147,0.38051999999999997,0.03349,0.5938399999999999,-9.1026,standing
-9.9708,0.052808,0.03349,0.42322,-9.1429,standing
-9.6108,0.23626999999999998,0.037676999999999995,0.4803,-9.1226,standing
-9.7843,0.32768,0.029304000000000004,0.34158,-9.3621,standing
-9.5967,0.037519,0.037676999999999995,0.33185,-9.0233,standing
-9.8027,0.23593000000000003,0.020931,0.37749,-9.1125,standing
-9.6508,0.21569000000000002,0.012559,0.53869,-9.0621,standing
-9.7682,0.026239,0.0,0.39724,-9.2332,standing
-9.6298,0.17679,-0.0083726,0.30256,-8.9723,standing
-9.4987,0.18850999999999998,-0.0041863,0.44593999999999995,-9.2735,standing
-9.9438,0.21823,0.016745,0.41685,-9.3033,standing
-9.5673,0.080389,0.14232999999999998,0.33749,-9.0327,standing
-9.9017,0.13485999999999998,0.18838,0.46989,-9.1723,standing
-9.6561,-0.024468,0.096285,0.40096,-9.0009,standing
-9.6702,0.17776,-0.0083726,0.34518000000000004,-9.0916,standing
-9.7742,0.32852,-0.03349,0.37456999999999996,-9.2152,standing
-9.9003,0.065813,-0.36002,0.36745,-8.9017,standing
-9.8164,0.41745,0.14232999999999998,0.29041999999999996,-9.1222,standing
-9.9356,0.31501999999999997,0.21769000000000002,0.43101999999999996,-9.0325,standing
-9.5076,0.12598,-0.10465999999999999,0.5364399999999999,-9.202,standing
-9.811,0.14639000000000002,-0.066981,0.32725,-9.0331,standing
-9.7298,0.12628,-0.075353,0.60175,-9.213,standing
-9.7393,0.095384,-0.037676999999999995,0.32724000000000003,-9.2125,standing
-9.6532,0.33782,-0.054422000000000005,0.38975,-9.1217,standing
-9.7031,0.30599,-0.037676999999999995,0.58273,-9.093,standing
-9.7629,0.26618,-0.025118,0.44083,-9.0923,standing
-9.6795,0.13824,-0.020931,0.41972,-9.1718,standing
-9.9096,0.52963,-0.050235,0.48741,-9.2434,standing
-9.8487,0.5171,-0.087912,0.30756,-9.1515,standing
-9.9344,0.25585,-0.092098,0.39602,-9.0627,standing
-9.7691,0.073429,-0.10465999999999999,0.56723,-9.0216,standing
-9.975,0.26648,-0.062794,0.39854,-9.1624,standing
-9.8987,-0.016168000000000002,-0.012559,0.41208999999999996,-9.2237,standing
-9.7498,0.11462,0.041863,0.39855,-9.1925,standing
-9.9655,0.29486,0.046049,0.55374,-9.1718,standing
-9.7037,0.33858,0.029304000000000004,0.49496999999999997,-9.1214,standing
-9.8782,0.4736,0.025118,0.55515,-9.1021,standing
-9.6613,0.23681999999999997,0.012559,0.39216,-9.1738,standing
-9.7821,0.21636999999999998,0.03349,0.46798,-9.2933,standing
-9.3959,0.09955,0.046049,0.50529,-9.2037,standing
-9.3725,0.44238,0.03349,0.39823000000000003,-9.0229,standing
-9.5386,0.16455999999999998,0.025118,0.31381,-9.2141,standing
-9.6019,0.2967,0.029304000000000004,0.51027,-9.0216,standing
-9.7841,0.31738,0.03349,0.45703999999999995,-8.8917,standing
-9.7504,0.14573,0.025118,0.53763,-9.0718,standing
-9.6916,0.23578000000000002,0.016745,0.40886999999999996,-9.1709,standing
-9.7407,0.16549,0.012559,0.35004,-9.0529,standing
-9.6805,0.18838,0.037676999999999995,0.37861,-9.1918,standing
-9.7827,0.24528000000000003,0.016745,0.37975,-9.1139,standing
-9.8532,0.23469,0.016745,0.5139600000000001,-9.2823,standing
-9.6704,0.1869,0.012559,0.33732,-9.0432,standing
-9.7831,0.26755999999999996,0.025118,0.47197,-9.1134,standing
-9.7932,0.26735,0.03349,0.5429999999999999,-9.2517,standing
-9.4688,0.20983000000000002,0.041863,0.4551,-9.1313,standing
-9.4488,0.21844,0.066981,0.29736999999999997,-9.3026,standing
-9.7494,0.096755,0.14652,0.63056,-9.1018,standing
-9.832,0.18497,0.23443000000000003,0.19441,-9.0417,standing
-10.117,0.31246999999999997,0.19257,0.58746,-9.1702,standing
-9.9024,0.17281,0.062794,0.6735899999999999,-9.2021,standing
-9.5609,0.26904,0.0041863,0.38625,-9.1125,standing
-9.7589,0.065333,-0.15070999999999998,0.48433999999999994,-9.2421,standing
-9.7587,0.054822,-0.44793,0.42371000000000003,-9.1346,standing
-9.9134,0.21433000000000002,0.73679,0.46158999999999994,-9.1532,standing
-9.7833,0.27754,-0.31816,0.34107,-9.0111,standing
-9.5769,0.059476999999999995,-0.066981,0.33943,-8.9825,standing
-9.7528,0.26523,-0.066981,0.47511000000000003,-9.3314,standing
-9.8322,0.1958,-0.071167,0.43158,-9.1533,standing
-9.7706,0.14711,-0.037676999999999995,0.41003,-8.9526,standing
-9.5793,0.17614000000000002,-0.012559,0.39275,-9.0419,standing
-9.7891,0.56805,-0.0083726,0.39646,-9.1536,standing
-9.9427,0.16515,-0.025118,0.48508999999999997,-9.241,standing
-9.7415,0.20711,-0.020931,0.34202,-9.1315,standing
-9.5468,0.068608,-0.025118,0.57593,-9.0524,standing
-9.7993,0.064193,-0.029304000000000004,0.40531999999999996,-9.1921,standing
-9.8132,0.25664000000000003,-0.03349,0.51247,-9.0726,standing
-9.8553,-0.16512000000000002,-0.0041863,0.39625,-8.9541,standing
-9.6009,0.2493,0.066981,0.46571999999999997,-9.2346,standing
-9.957,0.37640999999999997,0.07954,0.40795,-9.124,standing
-9.9284,0.45807,0.092098,0.47878000000000004,-8.9927,standing
-9.7355,0.40953,0.07954,0.35807,-8.9794,standing
-9.5621,0.32653000000000004,0.096285,0.5585100000000001,-9.0515,standing
-9.8405,0.10446,0.1214,0.44423999999999997,-9.0612,standing
-9.9029,0.19688,0.11722,0.47455,-9.2514,standing
-10.012,0.10496,0.14232999999999998,0.46718000000000004,-9.1727,standing
-9.6094,0.16669,0.15489,0.49323,-9.1827,standing
-9.9061,0.35705,0.15070999999999998,0.4506,-9.1413,standing
-9.8684,0.48851999999999995,0.15070999999999998,0.23571,-9.112,standing
-9.7837,0.2973,0.14652,0.55483,-9.082,standing
-9.548,0.12904000000000002,0.15489,0.51326,-9.1817,standing
-9.8205,0.11444000000000001,0.15489,0.5634399999999999,-9.0428,standing
-9.869,0.51847,0.17164000000000001,0.5108600000000001,-9.2636,standing
-9.9875,0.3862,0.15908,0.38325,-9.1226,standing
-9.9274,0.41025,0.19676,0.57815,-9.0914,standing
-9.663,0.31975,0.14652,0.48516000000000004,-9.0713,standing
-9.7514,0.1965,0.14652,0.5160399999999999,-8.912,standing
-9.6753,-0.07207000000000001,0.15489,0.60032,-9.0928,standing
-9.9409,0.075499,0.1214,0.54096,-9.2027,standing
-9.916,0.3456,0.19257,0.58344,-9.0225,standing
-9.7268,-0.022861000000000003,0.31816,0.61842,-8.9223,standing
-9.7094,0.11524000000000001,0.29304,0.49356000000000005,-9.1252,standing
-9.9045,0.27675,0.15489,0.51174,-9.2722,standing
-9.8207,0.12737,0.083726,0.50812,-9.1734,standing
-9.6688,0.10890999999999999,0.075353,0.53801,-9.2011,standing
-9.6822,0.27025,-0.43537,0.48308,-9.2338,standing
-9.5415,0.30982,0.66981,0.50634,-9.1117,standing
-9.5618,0.31119,0.10047,0.59831,-9.2811,standing
-9.6436,0.36104,0.037676999999999995,0.54008,-9.0017,standing
-9.8199,0.58919,0.07954,0.50917,-9.2514,standing
-9.8799,0.056029999999999996,0.07954,0.42405,-9.0436,standing
-9.6211,0.24773,0.087912,0.35314,-9.2722,standing
-9.8013,0.1652,0.083726,0.47417,-9.2827,standing
-9.7729,0.25883,0.10047,0.61137,-9.0813,standing
-9.8001,0.10634,0.07954,0.5899,-9.1713,standing
-9.8959,0.35001,0.10047,0.45671000000000006,-9.2929,standing
-9.7898,0.097298,0.062794,0.67597,-9.0321,standing
-9.6623,0.28779,0.062794,0.6631600000000001,-9.2025,standing
-9.8353,0.35009,0.075353,0.44728,-9.0621,standing
-9.8729,0.20895,0.037676999999999995,0.51066,-9.0114,standing
-9.7402,0.14047,0.075353,0.47376,-9.1239,standing
-9.6347,0.41948,0.10884,0.46133,-9.0134,standing
-9.6642,0.38008000000000003,0.12559,0.6424300000000001,-9.0837,standing
-9.8995,0.025558,0.11722,0.5172100000000001,-9.2214,standing
-9.7391,0.086661,0.1214,0.53798,-9.1825,standing
-9.6628,0.30955,0.13396,0.59643,-9.1232,standing
-9.8496,0.056438,0.14652,0.48185,-9.2134,standing
-9.3982,0.21233000000000002,0.15070999999999998,0.51657,-9.1721,standing
-9.7439,0.32777,0.15908,0.54318,-9.1421,standing
-9.7217,0.22791,0.1214,0.48739,-9.3218,standing
-9.587,0.05496,0.11302999999999999,0.57215,-9.0036,standing
-9.6581,0.077693,0.087912,0.64967,-8.992,standing
-9.679,0.10934,0.062794,0.5543399999999999,-9.1528,standing
-9.6662,0.47971,0.066981,0.48849,-9.0123,standing
-9.6934,0.3289,0.062794,0.44798999999999994,-9.1418,standing
-9.5612,0.28008,0.037676999999999995,0.48886,-9.232999999999999,standing
-9.8536,0.2554,0.029304000000000004,0.40224,-9.2121,standing
-9.7902,0.1158,0.0083726,0.65251,-9.1522,standing
-9.6304,0.20633,0.012559,0.33883,-8.9524,standing
-9.8657,0.35798,0.062794,0.39474000000000004,-9.1309,standing
-9.5814,0.28081999999999996,0.16327,0.5965,-9.0318,standing
-9.6009,0.24750999999999998,0.18001,0.61139,-9.2526,standing
-9.7918,0.19725,0.092098,0.62216,-9.4541,standing
-9.8728,0.20327,-0.041863,0.5908899999999999,-9.0328,standing
-9.9189,0.48886,-0.054422000000000005,0.46174,-9.1344,standing
-9.6678,0.5623199999999999,-0.48141999999999996,0.59186,-9.0937,standing
-9.6393,0.14705,0.32653000000000004,0.53398,-9.1943,standing
-9.9265,0.36557,0.07954,0.49735,-9.1428,standing
-9.6668,0.005070399999999999,-0.16327,0.42255,-8.853,standing
-9.6355,-0.044866,-0.096285,0.46113999999999994,-9.0348,standing
-9.8752,0.32593,-0.10884,0.42672,-9.1417,standing
-9.849,0.02417,-0.092098,0.58495,-9.1039,standing
-9.7122,0.25828,-0.062794,0.5492100000000001,-9.0507,standing
-9.852,0.17552,-0.07954,0.41935,-9.0795,standing
-9.8512,0.13547,-0.054422000000000005,0.34911,-9.0419,standing
-9.7542,0.33797,-0.071167,0.64212,-8.951,standing
-9.9053,0.31775,-0.10047,0.52795,-9.0102,standing
-9.6586,0.099661,-0.11722,0.4964,-9.0716,standing
-9.9241,0.24555,-0.12559,0.60906,-9.091000000000001,standing
-9.6622,0.28023000000000003,-0.083726,0.3537,-8.8718,standing
-9.7241,0.34825,-0.071167,0.61542,-8.842,standing
-9.7134,0.31851,-0.037676999999999995,0.39741,-9.0421,standing
-9.5147,-0.021583,-0.037676999999999995,0.33731,-9.3016,standing
-9.8805,0.085353,-0.0041863,0.38211999999999996,-9.1824,standing
-9.69,0.15748,0.0041863,0.5064,-8.9808,standing
-9.5078,0.13817000000000002,0.025118,0.40058,-8.9317,standing
-9.788,0.0054369,0.046049,0.6111,-9.161,standing
-9.7474,-0.0035134,0.03349,0.59864,-9.0719,standing
-9.7419,0.22645,0.054422000000000005,0.46252,-9.092,standing
-9.8536,0.25508000000000003,0.046049,0.41348999999999997,-9.0514,standing
-9.6795,0.13582,0.046049,0.40326999999999996,-9.2027,standing
-9.747,0.48101000000000005,0.062794,0.3048,-9.0633,standing
-9.5759,0.008396899999999999,0.029304000000000004,0.65303,-9.0442,standing
-9.6589,0.11710999999999999,0.050235,0.47944,-9.2125,standing
-9.83,0.084911,0.029304000000000004,0.48081,-9.0826,standing
-9.6686,0.09587999999999999,0.041863,0.5072300000000001,-9.1524,standing
-9.5977,0.086917,0.046049,0.58638,-9.0911,standing
-9.8837,0.24741999999999997,0.037676999999999995,0.54056,-9.1018,standing
-9.8975,-0.075656,0.037676999999999995,0.38599,-9.2017,standing
-9.5673,0.08028400000000001,0.020931,0.34581999999999996,-9.074,standing
-9.867,-0.085549,0.05860800000000001,0.53123,-9.0729,standing
-9.7547,0.36025,0.075353,0.49331,-9.0134,standing
-9.791,0.15447,0.23861999999999997,0.39486,-9.2832,standing
-9.5912,0.26685,0.1842,0.36068,-9.051,standing
-9.7553,-0.11470999999999999,0.087912,0.5535,-9.1326,standing
-9.8718,0.15419000000000002,0.0083726,0.46971,-9.212,standing
-9.728,0.037469,-0.012559,0.4498,-9.141,standing
-9.8535,0.24961999999999998,-0.65725,0.30293000000000003,-9.0416,standing
-9.7433,0.29729,0.7954,0.49606999999999996,-9.0317,standing
-9.5773,0.078185,-0.22186999999999998,0.38899,-9.1628,standing
-9.7494,0.098647,0.0083726,0.41403999999999996,-9.2515,standing
-9.6773,0.025149,-0.0083726,0.18913,-9.2719,standing
-9.7785,0.037805,0.0041863,0.5351600000000001,-8.953,standing
-9.7805,0.13492,-0.0041863,0.29307,-9.2336,standing
-9.7223,0.25629,0.03349,0.6039399999999999,-9.175,standing
-9.5746,0.44919,0.037676999999999995,0.31928,-9.0817,standing
-9.8216,0.16994,0.020931,0.4077,-9.1835,standing
-9.7488,0.06659,0.0,0.39583,-9.1723,standing
-9.9001,0.054777,-0.020931,0.59614,-9.1621,standing
-9.9889,0.45746000000000003,-0.05860800000000001,0.51826,-9.2137,standing
-9.5482,0.13777,-0.066981,0.38113,-9.1223,standing
-9.5809,0.25949,-0.07954,0.42851000000000006,-9.1109,standing
-9.8358,0.37773,-0.037676999999999995,0.33597,-9.2317,standing
-9.7718,0.20628000000000002,0.029304000000000004,0.3281,-9.1327,standing
-9.9376,0.41771,0.050235,0.49394,-9.3928,standing
-9.3312,0.40085,0.062794,0.45542,-9.0534,standing
-9.7413,0.19765,0.071167,0.34774,-9.2233,standing
-9.7571,0.4807,0.075353,0.52062,-9.2027,standing
-9.8302,0.60054,0.096285,0.4459,-9.0631,standing
-9.5373,0.09729600000000001,0.087912,0.40551,-9.2025,standing
-9.7118,0.23526,0.07954,0.5382600000000001,-9.0913,standing
-9.8336,0.26727,0.096285,0.50416,-9.0628,standing
-9.5585,0.14690999999999999,0.07954,0.54928,-8.9322,standing
-9.7314,0.20784,0.07954,0.37949,-9.032,standing
-9.9964,0.3263,0.07954,0.49743999999999994,-9.1116,standing
-9.6775,0.037027,0.075353,0.34661,-9.1228,standing
-9.5999,0.19864,0.07954,0.60615,-9.1829,standing
-9.6128,0.33885,0.07954,0.51686,-9.2825,standing
-9.8821,0.16576,0.087912,0.42578999999999995,-8.8938,standing
-9.6498,0.16713,0.096285,0.38142,-8.9904,standing
-9.6623,0.28864,0.092098,0.50936,-9.1332,standing
-9.6623,0.28831999999999997,0.096285,0.34508,-9.1618,standing
-9.6432,0.33939,0.16327,0.32447,-9.0126,standing
-9.6201,0.19823,0.26792,0.36404000000000003,-9.123,standing
-9.7403,0.14645999999999998,0.3056,0.3774,-9.1445,standing
-9.9009,0.093559,0.20931,0.58911,-9.0118,standing
-10.006,0.31674,0.092098,0.39807,-9.0621,standing
-9.7643,0.33681,0.075353,0.46069,-9.1031,standing
-9.3828,-0.051276999999999996,-0.36421,0.41623999999999994,-9.0326,standing
-9.7003,0.16652,0.48141999999999996,0.60114,-9.2425,standing
-9.6795,0.13772,0.28048,0.46296000000000004,-9.1736,standing
-9.7948,0.34839000000000003,0.041863,0.33024000000000003,-9.1831,standing
-9.7308,0.17640999999999998,0.050235,0.45448,-9.0722,standing
-9.908,0.44838999999999996,0.062794,0.66093,-9.0527,standing
-9.7993,0.06577000000000001,0.075353,0.28563,-8.9721,standing
-9.6789,0.10808,0.096285,0.55715,-9.1916,standing
-9.7712,0.1779,0.10465999999999999,0.62365,-9.0237,standing
-9.6616,0.24964,0.096285,0.35753,-9.273,standing
-9.7011,0.20898000000000003,0.096285,0.34712,-9.4123,standing
-9.6195,0.16743,0.075353,0.37163,-9.323,standing
-9.64,0.1809,0.066981,0.47155,-9.1132,standing
-9.8221,0.1981,0.029304000000000004,0.5037699999999999,-8.9506,standing
-9.7692,0.075111,0.05860800000000001,0.30275,-9.2631,standing
-9.71,0.14698,0.096285,0.45901000000000003,-9.0937,standing
-9.9641,0.22538000000000002,0.16327,0.3035,-9.2139,standing
-9.7906,0.13692000000000001,0.18838,0.45673,-9.0741,standing
-9.6907,0.18912,0.20094,0.44191,-9.0918,standing
-9.7789,0.056934000000000005,0.1842,0.43238999999999994,-9.1841,standing
-9.8706,0.096175,0.22186999999999998,0.39891,-9.0927,standing
-9.6376,0.059503,0.2135,0.44187,-9.2025,standing
-10.012,0.07437200000000001,0.2428,0.37225,-9.1534,standing
-9.7022,0.25911999999999996,0.24699000000000002,0.38675,-8.9631,standing
-9.588,0.10855999999999999,0.24699000000000002,0.40962,-9.1639,standing
-9.7997,0.08658099999999999,0.25118,0.5482899999999999,-9.0736,standing
-9.8548,0.31751,0.24699000000000002,0.52088,-9.002,standing
-9.81,0.097201,0.21769000000000002,0.48441999999999996,-9.193999999999999,standing
-9.6736,0.34855,0.25118,0.48605,-9.0957,standing
-9.6692,0.1271,0.23443000000000003,0.61016,-9.0428,standing
-9.9854,0.27805,0.23861999999999997,0.4372,-9.1725,standing
-9.6316,0.26886,0.27211,0.54194,-9.1128,standing
-9.8472,0.43911000000000006,0.24699000000000002,0.44821000000000005,-9.0738,standing
-9.7303,0.14909,0.24699000000000002,0.50207,-9.1131,standing
-9.8253,0.35744000000000004,0.27211,0.42986,-9.2015,standing
-9.9438,0.21855,0.3977,0.47325,-9.2234,standing
-9.9827,0.14572000000000002,0.40188,0.54274,-9.2131,standing
-9.7347,0.36896,0.28885,0.3845,-9.2338,standing
-9.8546,0.30816,0.20094,0.49438999999999994,-9.2427,standing
-9.6478,0.06844,0.2135,0.32535,-8.9527,standing
-9.787,0.46106,-0.28885,0.55534,-9.3731,standing
-9.9532,0.18628,0.7660899999999999,0.48465,-9.1744,standing
-9.5626,0.34976,0.25536,0.49266000000000004,-9.0527,standing
-9.7538,0.31705,0.13396,0.40279,-9.2821,standing
-9.8116,0.68178,0.14652,0.36175,-8.9148,standing
-9.6929,0.29989,0.14232999999999998,0.45726999999999995,-9.1538,standing
-9.78,0.10864000000000001,0.13396,0.5917,-9.4238,standing
-9.7633,0.28784,0.17582,0.43318999999999996,-9.0741,standing
-9.6192,0.14967,0.17582,0.2659,-9.073,standing
-9.7773,-0.021788,0.18838,0.5626899999999999,-9.1537,standing
-9.8506,0.10615,0.21769000000000002,0.48023000000000005,-9.3151,standing
-9.7803,0.12797999999999998,0.19257,0.3384,-9.254,standing
-9.82,0.08921799999999999,0.17164000000000001,0.39443,-9.0942,standing
-9.6163,0.0064161,0.16327,0.5942,-9.1436,standing
-9.914,0.7518199999999999,0.15070999999999998,0.18772,-9.0734,standing
-9.8134,0.26736,0.16327,0.63408,-9.2141,standing
-9.7332,0.29634,0.2135,0.39205,-9.2724,standing
-9.6597,0.15872999999999998,0.25118,0.46292,-8.9326,standing
-9.7149,0.39019000000000004,0.28467,0.45821000000000006,-9.2546,standing
-9.8454,0.34904,0.26792,0.45908000000000004,-9.0531,standing
-9.71,0.14687,0.25955,0.5516800000000001,-9.0912,standing
-9.8352,0.34725,0.25536,0.30130999999999997,-9.2727,standing
-9.8912,0.11635999999999999,0.22186999999999998,0.52457,-9.1528,standing
-9.7938,0.29783000000000004,0.25118,0.53946,-9.2529,standing
-9.6118,0.28851,0.25955,0.58235,-9.1733,standing
-9.8342,0.29817,0.21769000000000002,0.40147,-9.232999999999999,standing
-9.6531,0.33088,0.2135,0.38356,-9.3044,standing
-9.562999999999999,0.37046999999999997,0.18001,0.53905,-9.1714,standing
-9.3337,0.019121,0.18001,0.4644,-8.9937,standing
-9.8335,0.26044,0.15908,0.68218,-9.193999999999999,standing
-9.6299,0.18026,0.15489,0.35629,-9.2534,standing
-9.7714,0.18673,0.15489,0.46198999999999996,-9.1744,standing
-9.8151,0.34903,0.20931,0.60987,-9.0621,standing
-9.7316,0.21793,0.28048,0.51989,-9.1046,standing
-9.6842,0.36946999999999997,0.37258,0.55383,-9.2638,standing
-9.8082,0.50889,0.26374000000000003,0.46728000000000003,-9.1542,standing
-9.8177,0.48008999999999996,0.17164000000000001,0.51576,-9.1627,standing
-9.7809,0.1551,0.12977,0.57572,-9.0924,standing
-9.6496,0.15872,-0.15070999999999998,0.58205,-9.234,standing
-9.7565,0.44885,0.23025,0.32743,-9.2535,standing
-9.8871,0.41706000000000004,0.44375,0.57308,-9.1234,standing
-9.7015,0.22748000000000002,0.0083726,0.56455,-9.1347,standing
-9.6596,0.14969000000000002,0.10884,0.19773,-9.1917,standing
-9.6403,0.19698,0.12559,0.33603,-9.0706,standing
-9.4933,0.42068,0.10884,0.74547,-9.1726,standing
-9.5198,0.23045,0.087912,0.21713000000000002,-9.2121,standing
-9.6318,0.27895,0.087912,0.60296,-9.0319,standing
-9.7801,0.11599999999999999,0.11302999999999999,0.5929,-9.1619,standing
-9.9575,0.39796,0.11722,0.32799999999999996,-9.0537,standing
-9.722999999999999,0.28961,0.071167,0.47686000000000006,-9.294,standing
-9.8405,0.10594,0.037676999999999995,0.41502,-9.1717,standing
-9.56,0.22059,0.0,0.37868,-9.0118,standing
-9.7607,0.15477,-0.0083726,0.46543999999999996,-9.1303,standing
-9.8738,0.25677,0.012559,0.43363999999999997,-9.2825,standing
-9.6141,0.39981,0.071167,0.46979,-9.1634,standing
-9.7211,0.19712000000000002,0.13396,0.52261,-9.0833,standing
-9.7221,0.24745999999999999,0.13396,0.43985,-9.0465,standing
-10.033,0.61765,0.14232999999999998,0.67123,-9.093,standing
-9.8526,0.20651999999999998,0.17164000000000001,0.49004,-9.1142,standing
-9.6686,0.60058,0.14652,0.59759,-9.1432,standing
-9.6379,0.075687,0.15908,0.48663,-9.133,standing
-9.9633,0.18744,0.16745,0.45888999999999996,-9.1916,standing
-9.7738,0.30665,0.17164000000000001,0.4181,-9.3322,standing
-9.7522,0.23706999999999998,0.14652,0.41243,-9.0799,standing
-9.9461,0.33742,0.14652,0.5203300000000001,-9.1935,standing
-9.7829,0.25747,0.14232999999999998,0.15249000000000001,-9.0712,standing
-9.6967,0.48982,0.1214,0.46526999999999996,-9.1233,standing
-9.7518,0.21656999999999998,0.11722,0.41653,-9.1654,standing
-9.7118,0.2381,0.11302999999999999,0.39949,-9.0539,standing
-9.8447,0.31645999999999996,0.096285,0.2767,-9.0828,standing
-9.8011,0.15658,0.11302999999999999,0.42527,-9.1902,standing
-9.7611,0.17695,0.15070999999999998,0.38879,-9.1325,standing
-9.5718,0.30835999999999997,0.29304,0.38055,-9.0931,standing
-9.8546,0.30553,0.23443000000000003,0.45203000000000004,-9.0123,standing
-9.6294,0.15777,0.07954,0.6523800000000001,-9.0713,standing
